Yoreh Deah,Drisha,1,9
Yoreh Deah,Prisha,1,36
Yoreh Deah,Darchei Moshe,1,8
Yoreh Deah,Hagahot,1,6
Yoreh Deah,Beit Yosef,1,25
Yoreh Deah,Bach,1,23
Yoreh Deah,Mystery,1,0
Yoreh Deah,Drisha,2,2
Yoreh Deah,Prisha,2,25
Yoreh Deah,Darchei Moshe,2,3
Yoreh Deah,Hagahot,2,1
Yoreh Deah,Beit Yosef,2,16
Yoreh Deah,Bach,2,14
Yoreh Deah,Mystery,2,0
Yoreh Deah,Drisha,3,1
Yoreh Deah,Prisha,3,6
Yoreh Deah,Darchei Moshe,3,1
Yoreh Deah,Hagahot,3,1
Yoreh Deah,Beit Yosef,3,4
Yoreh Deah,Bach,3,4
Yoreh Deah,Mystery,3,0
Yoreh Deah,Drisha,4,4
Yoreh Deah,Prisha,4,13
Yoreh Deah,Darchei Moshe,4,2
Yoreh Deah,Hagahot,4,0
Yoreh Deah,Beit Yosef,4,9
Yoreh Deah,Bach,4,7
Yoreh Deah,Mystery,4,0
Yoreh Deah,Drisha,5,3
Yoreh Deah,Prisha,5,9
Yoreh Deah,Darchei Moshe,5,0
Yoreh Deah,Hagahot,5,1
Yoreh Deah,Beit Yosef,5,8
Yoreh Deah,Bach,5,7
Yoreh Deah,Mystery,5,0
Yoreh Deah,Drisha,6,2
Yoreh Deah,Prisha,6,17
Yoreh Deah,Darchei Moshe,6,2
Yoreh Deah,Hagahot,6,3
Yoreh Deah,Beit Yosef,6,14
Yoreh Deah,Bach,6,12
Yoreh Deah,Mystery,6,0
Yoreh Deah,Drisha,7,1
Yoreh Deah,Prisha,7,3
Yoreh Deah,Darchei Moshe,7,0
Yoreh Deah,Hagahot,7,0
Yoreh Deah,Beit Yosef,7,2
Yoreh Deah,Bach,7,2
Yoreh Deah,Mystery,7,0
Yoreh Deah,Drisha,8,0
Yoreh Deah,Prisha,8,4
Yoreh Deah,Darchei Moshe,8,0
Yoreh Deah,Hagahot,8,0
Yoreh Deah,Beit Yosef,8,3
Yoreh Deah,Bach,8,1
Yoreh Deah,Mystery,8,0
Yoreh Deah,Drisha,9,1
Yoreh Deah,Prisha,9,2
Yoreh Deah,Darchei Moshe,9,0
Yoreh Deah,Hagahot,9,0
Yoreh Deah,Beit Yosef,9,2
Yoreh Deah,Bach,9,1
Yoreh Deah,Mystery,9,0
Yoreh Deah,Drisha,10,7
Yoreh Deah,Prisha,10,10
Yoreh Deah,Darchei Moshe,10,4
Yoreh Deah,Hagahot,10,1
Yoreh Deah,Beit Yosef,10,13
Yoreh Deah,Bach,10,16
Yoreh Deah,Mystery,10,0
Yoreh Deah,Drisha,11,1
Yoreh Deah,Prisha,11,6
